product_name,url,descripcion,country,precio_total,precio_por_cantidad,weight_volume_clean,weight_unit,categorias,alergenos,marcas,tiendas,certificaciones,numero_raciones,nombre_operador,energia_kcal,energia_kj,grasas_totales,grasas_saturadas,carbohidratos,azucares,proteinas,sal,fibra
GUINNESS DRAUGHT  Cerveza negra lata 44 cl.,https://www.compraonline.alcampo.es/products/guinness-draught-cerveza-negra-lata-44-cl/33883,,,1.95,4.43,440.0,ml,,,,Alcampo,,,,36.0,152.0,0.0,0.0,3.0,3.0,0.3,0.0,
PRODUCTO ALCAMPO Tortillas de trigo Wraps PRODUCTO ALCAMPO 6 uds 375 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-tortillas-de-trigo-wraps-producto-alcampo-6-uds-375-g/886859,Tortillas de harina de trigo,España,1.49,3.97,375.0,g,,,,Alcampo,,,MISSION FOODS IBERIA S.A.U.,316.0,1332.0,7.4,1.3,53.0,1.5,8.0,1.1,
"FERRARINI Jamón cocido de categoria extra, elaborado sin fosfatos FERRARINI 100 g.",https://www.compraonline.alcampo.es/products/ferrarini-jam%C3%B3n-cocido-de-categoria-extra-elaborado-sin-fosfatos-ferrarini-100-g/80904,Jamón cocido,Italia,2.25,22.5,100.0,g,,,,Alcampo,,,Ferrarini España S.L,145.0,609.0,7.0,2.7,0.6,0.6,20.0,1.9,
ITALPIZZA Pizza congelada de jamón cocido sabor ahumado 430 g.,https://www.compraonline.alcampo.es/products/italpizza-pizza-congelada-de-jam%C3%B3n-cocido-sabor-ahumado-430-g/951245,Pizza Jamón,Italia,3.15,7.33,430.0,g,,,,Alcampo,,,Italpizza,200.0,842.0,5.9,2.6,25.0,1.2,11.0,1.2,
"PRODUCTO ALCAMPO Snack de pipas de girasol sin gluten, con aceite de oliva 50 g.",https://www.compraonline.alcampo.es/products/producto-alcampo-snack-de-pipas-de-girasol-sin-gluten-con-aceite-de-oliva-50-g/538655,Snack sabor trufa sin gluten,España,1.08,21.6,50.0,g,,,,Alcampo,,,TFT Food S.L,403.0,1704.0,6.2,1.15,84.1,1.2,1.2,2.6,
PRODUCTO ALCAMPO Fusilli tavola italia 500 g,https://www.compraonline.alcampo.es/products/producto-alcampo-fusilli-tavola-italia-500-g/946135,,,0.97,1.94,500.0,g,,,,Alcampo,,,,348.0,1476.0,1.1,0.1,71.0,3.5,12.0,0.01,
ENCANTO Vino blanco verdejo - godello con I.G.P. Vino de la Tierra de Castilla y León botella 75 cl.,https://www.compraonline.alcampo.es/products/encanto-vino-blanco-verdejo-godello-con-i-g-p-vino-de-la-tierra-de-castilla-y-le%C3%B3n-botella-75-cl/450893,Vino Blanco,,3.49,,,,,,,Alcampo,,,"Vinos de Arganza, S.L.",75.07,314.11,0.0,0.0,0.4,0.16,0.2,0.01,
AUCHAN Bebida de avena con alto contenido de calcio y vitamina D 6 x 1 l. Producto Alcampo,https://www.compraonline.alcampo.es/products/auchan-bebida-de-avena-con-alto-contenido-de-calcio-y-vitamina-d-6-x-1-l-producto-alcampo/649883,Bebida de avena UHT enriquecida con calcio y vitamina D,,4.68,0.78,6000.0,ml,,,,Alcampo,,4.0,"Alcampo, S.A.",46.0,195.0,0.8,0.1,8.3,6.3,1.4,0.07,
LIGERESA Salsa mayonesa frasco 200 + 10 ml.,https://www.compraonline.alcampo.es/products/ligeresa-salsa-mayonesa-frasco-200-10-ml/311806,Salsa,,1.38,6.57,210.0,ml,,,,Alcampo,,30.0,Unilever España S.A.,177.0,732.0,16.0,2.0,7.4,3.0,0.5,1.3,
PRODUCTO ALCAMPO Café soluble natural 100 % Colombia 100 g,https://www.compraonline.alcampo.es/products/producto-alcampo-caf%C3%A9-soluble-natural-100-colombia-100-g/547759,Café soluble liofilizado,España,4.25,42.5,100.0,g,,,,Alcampo,,50.0,"Alcampo, S.A.",302.0,1271.0,0.2,0.0,49.0,3.0,15.0,0.53,
"ILLY Café en cápsulas espresso Intenso  I7, 10 uds.",https://www.compraonline.alcampo.es/products/illy-caf%C3%A9-en-c%C3%A1psulas-espresso-intenso-i7-10-uds/714109,Café capsulas intenso,Italia,5.18,90.88,57.0,g,,,,Alcampo,,,Illycaffè Spa Sucursal En España,4.0,16.0,0.06,0.02,0.5,0.01,0.2,0.2,
ILLY Café molido Espresso de tueste medio 250 g.,https://www.compraonline.alcampo.es/products/illy-caf%C3%A9-molido-espresso-de-tueste-medio-250-g/23936,Café molido tueste classico,Italia,6.95,27.8,250.0,g,,,,Alcampo,,,Illycaffè Spa Sucursal En España,4.0,16.0,0.06,0.02,0.5,0.01,0.2,0.2,
MONSTER Ultra watermelon energy Bebida energética sin azúcar con sabor a sandía lata de 500ml,https://www.compraonline.alcampo.es/products/monster-ultra-watermelon-energy-bebida-energ%C3%A9tica-sin-az%C3%BAcar-con-sabor-a-sand%C3%ADa-lata-de-500ml/645477,"Bebida energética carbonatada, sabor a sandía, con taurina, ginseng, cafeína, L-carnitina y vitaminas del grupo B. Con edulcorantes.",,1.79,0.36,5000.0,ml,,,,Alcampo,,1.0,Monster Energy Limited,3.0,11.0,0.0,0.0,1.3,0.0,0.0,0.1,
ACTIMEL Kids de Danone Leche fermentada con Lcasei y sabor natural 6 x 100 g.,https://www.compraonline.alcampo.es/products/actimel-kids-de-danone-leche-fermentada-con-lcasei-y-sabor-natural-6-x-100-g/900023,Leche fermentada semidesnatada con vitaminas D y B6.,Bélgica,3.79,6.32,600.0,ml,,,,Alcampo,,,Danone S.A.,46.0,192.0,1.6,1.0,4.2,4.2,3.7,0.12,
"DON SIMON Néctar sin azúcar añadido de melocotón botella de 1,5 l.",https://www.compraonline.alcampo.es/products/don-simon-n%C3%A9ctar-sin-az%C3%BAcar-a%C3%B1adido-de-melocot%C3%B3n-botella-de-1-5-l/33949,Bebida de zumo de frutas. Con edulcorantes. Contenido de fruta: min 50%.,España,1.5,1.0,1500.0,ml,,,,Alcampo,,,JGC S.A,18.0,76.0,0.0,0.0,4.2,4.2,0.2,0.01,
TAJIN Chile en polvo con limón 142 g.,https://www.compraonline.alcampo.es/products/tajin-chile-en-polvo-con-lim%C3%B3n-142-g/44438,Salsa en polvo Tajin,Mexico,3.37,23.73,142.0,g,,,,Alcampo,,,Central Mexicana de Abastos S.L.,152.3,644.4,2.3,0.5,29.3,0.0,3.6,48.4,
"HELLMANN'S Salsa  Mayonesa formato  bote bocabajo, 430 ml.",https://www.compraonline.alcampo.es/products/hellmann-s-salsa-mayonesa-formato-bote-bocabajo-430-ml/26016,Mayonesa,España,3.32,7.72,430.0,ml,,,,Alcampo,,28.0,"Unilever España, S.A.",573.0,2395.0,63.0,10.0,2.3,1.5,0.8,1.1,
RANA Gnocchi clásicos de patata 400 g.,https://www.compraonline.alcampo.es/products/rana-gnocchi-cl%C3%A1sicos-de-patata-400-g/89441,gnocchi de patata,Italia,2.44,6.1,400.0,g,,,,Alcampo,,2.0,Rana Hispania sau,146.0,618.0,0.5,0.2,31.0,0.5,3.1,0.9,
MOUNTAIN DEW Refresco de lima limón botella de 50 cl.,https://www.compraonline.alcampo.es/products/mountain-dew-refresco-de-lima-lim%C3%B3n-botella-de-50-cl/888745,Bebida refrescante aromatizada. Con edulcorantes.,,0.94,1.88,500.0,ml,,,,Alcampo,,,"Compañía de Bebidas Pepsico, S.L.",1.0,5.0,0.0,0.0,0.1,0.1,0.1,0.01,
OLD EL PASO Fajitas kit OLD EL PASO 505 g.,https://www.compraonline.alcampo.es/products/old-el-paso-fajitas-kit-old-el-paso-505-g/22099,Tortillas de trigo/Salsa de tomate para acompañar/ Sazonador para Fajitas,,5.69,11.27,505.0,g,,,,Alcampo,,8.0,General Mills Ibérica S.A.U.,227.0,960.0,3.6,0.8,41.1,6.0,6.7,2.11,
"PRODUCTO ALCAMPO Bizcochito relleno de crema de cacao sin gluten PRODUCTO ALCAMPO, 210 g.",https://www.compraonline.alcampo.es/products/producto-alcampo-bizcochito-relleno-de-crema-de-cacao-sin-gluten-producto-alcampo-210-g/38178,mini cakes fourrés saveur cacao sans gluten,Francia,4.29,20.43,210.0,g,,,,Alcampo,,6.0,AUCHAN SAS OIA,416.0,1739.0,23.0,2.8,47.0,21.0,4.1,0.81,
PRODUCTO ALCAMPO magdalenas sin gluten PRODUCTO ALCAMPO 10 uds. 350 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-magdalenas-sin-gluten-producto-alcampo-10-uds-350-g/192919,Magdalenas sin gluten,España,4.79,13.69,350.0,g,,,,Alcampo,,10.0,Airos Delicatessen S.L.,475.0,1980.0,31.0,3.4,45.0,20.0,3.9,0.64,
"PRODUCTO ALCAMPO Muesli crujiente, sin gluten, con frutos secos 375 g.",https://www.compraonline.alcampo.es/products/producto-alcampo-muesli-crujiente-sin-gluten-con-frutos-secos-375-g/889936,"Mélange de céréales croustillantes, de fruits secs et de fruits à coque, sans gluten, issu de l'agriculture biologique.",Francia,3.9,10.4,375.0,g,,,,Alcampo,,9.0,AUCHAN SAS OIA,429.0,1803.0,13.0,2.3,65.0,25.0,8.7,0.04,
MONSTER Energy Juiced Mango Loco bebida energética con sabor a mango lata de 500 ml.,https://www.compraonline.alcampo.es/products/monster-energy-juiced-mango-loco-bebida-energ%C3%A9tica-con-sabor-a-mango-lata-de-500-ml/239845,"Bebida energética carbonatada con taurina, cafeína, L-carnitina, inositol y vitaminas del grupo B. Con azúcares y edulcorante.",,1.79,3.58,500.0,ml,,,,Alcampo,,1.0,Monster Energy Limited,48.0,203.0,0.0,0.0,12.0,11.0,0.0,0.05,
ALCAMPO ECOLÓGICO Panecillos tostados ecológicos con 7 cereales 225 g.,https://www.compraonline.alcampo.es/products/alcampo-ecol%C3%B3gico-panecillos-tostados-ecol%C3%B3gicos-con-7-cereales-225-g/20238,Petits Pains Grillés céréales et graines issus de l'agriculture biologique,Francia,1.68,7.47,225.0,g,,,,Alcampo,,18.0,AUCHAN SAS OIA,403.0,1701.0,7.9,1.0,70.0,2.5,11.0,1.1,
PRESIDENT Crema de queso cheddar 125 g.,https://www.compraonline.alcampo.es/products/president-crema-de-queso-cheddar-125-g/53272,Queso fundido,Francia,1.75,14.0,125.0,g,,,,Alcampo,,,Lactalis Forlasa S.L.U.,274.0,1135.0,24.0,17.0,2.0,1.0,13.0,2.3,
BARILLA Placas para hacer lasaña italiana BARILLA 250 g.,https://www.compraonline.alcampo.es/products/barilla-placas-para-hacer-lasa%C3%B1a-italiana-barilla-250-g/675088,Pasta Alimenticia de Sémola de Trigo Duro,Italia,2.18,8.72,250.0,g,,,,Alcampo,,,Barilla G. e R. Fratelli,359.0,1521.0,2.0,0.5,71.2,3.5,12.5,0.0,
ALCAMPO ECOLÓGICO Bebida vegetal de arroz y coco ecológica 1 l.,https://www.compraonline.alcampo.es/products/alcampo-ecol%C3%B3gico-bebida-vegetal-de-arroz-y-coco-ecol%C3%B3gica-1-l/534159,,,2.15,2.15,1000.0,ml,,,,Alcampo,,,,51.0,216.0,1.2,1.0,10.0,4.2,0.5,0.1,
DODONI Queso feta DOP 150 gr.,https://www.compraonline.alcampo.es/products/dodoni-queso-feta-dop-150-gr/438060,Queso feta de leche pasteurizada de oveja y de cabra M.G./E.S. >43%,,3.4,22.67,150.0,g,,,,Alcampo,,,DODONI,257.0,1075.0,21.0,16.0,0.0,0.0,17.0,3.0,
"RANA Salsa fresca de quesos italianos, elaborada con ingredientes 100% naturales RANA 180 g.",https://www.compraonline.alcampo.es/products/rana-salsa-fresca-de-quesos-italianos-elaborada-con-ingredientes-100-naturales-rana-180-g/82743,Quesos italianos,Italia,2.48,13.78,180.0,g,,,,Alcampo,,3.0,Rana Hispania sau,220.0,910.0,21.0,14.3,4.5,1.8,3.0,0.9,
LIPTON Bebida de te con zumo de melocotón lata 330 ml.,https://www.compraonline.alcampo.es/products/lipton-bebida-de-te-con-zumo-de-melocot%C3%B3n-lata-330-ml/684504,"Bebida refrescante con extracto de té y zumo de melocotón, con edulcorantes.",,0.94,2.85,330.0,ml,,,,Alcampo,,,COMPAÑIA DE BEBIDAS PEPSICO SL,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,
PERONI Cerveza Italiana 33 cl.,https://www.compraonline.alcampo.es/products/peroni-cerveza-italiana-33-cl/41054,Cerveza,IT,1.45,4.39,330.0,ml,,,,Alcampo,,,BIRRA PERONI S.r.l.,42.0,176.0,0.1,0.0,3.2,0.1,0.4,0.1,
MAGGI Yakisoba Fusian Noodles (Fideos Orientales) clásicos 120 g.,https://www.compraonline.alcampo.es/products/maggi-yakisoba-fusian-noodles-fideos-orientales-cl%C3%A1sicos-120-g/433002,"Noodles de trigo con salsa, hortalizas deshidratadas y condimento",Ucrania,1.49,12.42,120.0,g,,,,Alcampo,,2.0,"NESTLÉ ESPAÑA, S.A.",436.0,595.0,5.6,1.3,58.7,7.1,9.0,2.6,
MISSION Tortilla de trigo original mexicana MISSION 320 g.,https://www.compraonline.alcampo.es/products/mission-tortilla-de-trigo-original-mexicana-mission-320-g/782582,Tortillas de harina de trigo,España,1.76,5.5,320.0,g,,,,Alcampo,,,MISSION FOODS IBERIA S.A.U.,314.0,1325.0,7.0,0.8,54.0,1.1,8.0,0.98,
PRODUCTO ALCAMPO Salsa agridulce PRODUCTO ALCAMPO 320 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-salsa-agridulce-producto-alcampo-320-g/227141,Salsa Agridulce,,1.15,3.59,320.0,g,,,,Alcampo,,21.0,"Alcampo, S.A.",127.0,541.0,0.0,0.0,30.0,28.0,0.5,0.02,
OIKOS Yogur griego con stracciatella de Danone 4 x 110 g.,https://www.compraonline.alcampo.es/products/oikos-yogur-griego-con-stracciatella-de-danone-4-x-110-g/474506,Yogur con pepitas de chocolate,,2.49,5.66,440.0,g,,,,Alcampo,,,Danone S.A.,170.0,711.0,9.6,6.4,18.1,17.8,2.8,0.1,
LA ESPAÑOLA Aceite de oliva virgen extra a la trufa blanca botella de 250 ml.,https://www.compraonline.alcampo.es/products/la-espa%C3%B1ola-aceite-de-oliva-virgen-extra-a-la-trufa-blanca-botella-de-250-ml/208802,Condimento preparado a base de aceite de oliva virgen extra al trufa blanca,España,2.99,11.96,250.0,ml,,,,Alcampo,,,Aceites del Sur- Coosur S.A.,822.0,3381.0,91.0,12.0,0.0,0.0,0.0,0.0,
SANTIVERI Pan tostado integral sin sal 300 g.,https://www.compraonline.alcampo.es/products/santiveri-pan-tostado-integral-sin-sal-300-g/20026,PAN TOSTADO 100% INTEGRAL DE TRIGO,,2.79,9.3,300.0,g,,,,Alcampo,,,CASA SANTIVERI S.L.,354.0,1497.0,2.0,0.4,66.0,2.0,13.0,1.5,
"DOLCE GUSTO Café en cápsulas con leche I7, 34 uds.",https://www.compraonline.alcampo.es/products/dolce-gusto-caf%C3%A9-en-c%C3%A1psulas-con-leche-i7-34-uds/531716,Preparado a base de leche en polvo y café soluble.,España,8.98,26.41,340.0,g,,,,Alcampo,,34.0,"Nestlé España, S.A.",459.0,1921.0,22.0,12.5,38.3,30.0,22.2,0.89,
ALVALLE Gazpacho selección de temporada ALVALLE 250 ml.,https://www.compraonline.alcampo.es/products/alvalle-gazpacho-selecci%C3%B3n-de-temporada-alvalle-250-ml/453054,Gazpacho,,1.42,5.68,250.0,g,,,,Alcampo,,,PEPSICO FOODS AIE,52.0,218.0,3.6,0.5,3.8,2.4,0.8,0.45,
MÁRDEL Dulce de Leche 450 g.,https://www.compraonline.alcampo.es/products/m%C3%A1rdel-dulce-de-leche-450-g/18555,Dulce de leche,España,2.65,5.89,450.0,g,,,,Alcampo,,22.0,Caro Import S.L.,310.0,1310.0,6.0,4.1,57.0,57.0,7.0,0.4,
PRODUCTO ALCAMPO Pasta mezze maniche al bronzo Tavola in Italia 500 g.,https://www.compraonline.alcampo.es/products/producto-alcampo-pasta-mezze-maniche-al-bronzo-tavola-in-italia-500-g/226660,,,1.39,2.78,500.0,g,,,,Alcampo,,,,347.0,1473.0,1.5,0.3,70.0,3.4,12.0,0.01,
AMBAR Cerveza morena lata de 33 cl.,https://www.compraonline.alcampo.es/products/ambar-cerveza-morena-lata-de-33-cl/567622,Cerveza Especial,,0.75,2.27,330.0,ml,,,,Alcampo,,,"La Zaragozana, S.A.",50.0,208.0,0.0,0.0,4.9,0.0,0.0,0.0,
"GERBER Organic Tarrito de hortalizas con tenera, a partir de 6 meses 190 g.",https://www.compraonline.alcampo.es/products/gerber-organic-tarrito-de-hortalizas-con-tenera-a-partir-de-6-meses-190-g/520804,Alimento infantil. Puré de hortalizas con ternera.,Polonia,2.33,12.26,190.0,g,,,,Alcampo,,,"Nestlé España, S.A.",47.0,198.0,1.3,0.3,5.9,1.5,2.3,0.05,
LAY'S Al punto de sal Patatas fritas lisas de bolsa 150 g.,https://www.compraonline.alcampo.es/products/lay-s-al-punto-de-sal-patatas-fritas-lisas-de-bolsa-150-g/12469,Patatas fritas,,1.6,10.67,150.0,g,,,,Alcampo,,,PEPSICO FOODS AIE,521.0,2174.0,31.0,2.3,53.0,0.4,6.1,0.85,
Setas bandeja de 200g.,https://www.compraonline.alcampo.es/products/setas-bandeja-de-200g/55790,Seta ostra,España,1.19,5.95,200.0,g,,,,Alcampo,,200.0,Champiñones EMAR Soc. Coop.,32.0,134.0,0.61,0.1,3.6,0.52,1.94,0.01,
OLD EL PASO Nachos originales OLD EL PASO 185 g.,https://www.compraonline.alcampo.es/products/old-el-paso-nachos-originales-old-el-paso-185-g/25865,Producto de aperitivo frito de maíz.,,2.56,13.84,185.0,g,,,,Alcampo,,6.0,General Mills France SAS,492.0,2057.0,23.6,2.2,59.0,0.5,7.8,0.49,
LATINO Queso fresco LATINO de ALBE 500 g.,https://www.compraonline.alcampo.es/products/latino-queso-fresco-latino-de-albe-500-g/98624,Queso fresco,España,5.71,11.42,500.0,g,,,,Alcampo,,,"Lácteas del Jarama, S.A.",285.0,1182.0,22.0,14.0,2.5,1.7,17.0,1.6,
TIGER KHAN Pasta fideos de arroz sin gluten TIGER KHAN 250 g.,https://www.compraonline.alcampo.es/products/tiger-khan-pasta-fideos-de-arroz-sin-gluten-tiger-khan-250-g/207810,Fideos de arroz,Vietnam,1.89,7.56,250.0,g,,,,Alcampo,,,Frico dan s.a.,340.0,1425.0,1.0,0.4,75.0,0.0,6.9,0.02,
CALVO Sardinas en aceite de oliva bajo en sal 84 g.,https://www.compraonline.alcampo.es/products/calvo-sardinas-en-aceite-de-oliva-bajo-en-sal-84-g/25633,Sardinas en aceite de oliva baja en sal,Marruecos,1.89,23.33,81.0,g,,,,Alcampo,,,Calvo Distribución Alimentaria SLU,323.0,1348.0,28.0,4.0,0.0,0.0,18.0,0.0,
RANA Raviolis de pasta fresca rellenos de tomate y mozzarella 250 g.,https://www.compraonline.alcampo.es/products/rana-raviolis-de-pasta-fresca-rellenos-de-tomate-y-mozzarella-250-g/632444,pasta fresca Ravioli tomate y mozzarella,Italia,2.99,11.96,250.0,g,,,,Alcampo,,2.0,Rana Hispania sau,266.0,1115.0,8.7,3.5,33.0,6.0,11.0,0.85,
ALHAMBRA Especial Cerveza botella 6 x 25 cl.,https://www.compraonline.alcampo.es/products/alhambra-especial-cerveza-botella-6-x-25-cl/888956,CERVEZA ESPECIAL,España,2.98,1.99,1500.0,ml,,,,Alcampo,,,"MAHOU, S.A.",49.0,206.0,0.0,0.0,4.15,0.3,0.3,0.0,
ENCANTO  Vino tinto Mencía con I.G.P. Vino de la Tierra de Castilla y León botella 75 cl.,https://www.compraonline.alcampo.es/products/encanto-vino-tinto-menc%C3%ADa-con-i-g-p-vino-de-la-tierra-de-castilla-y-le%C3%B3n-botella-75-cl/37132,Vino Tinto,,3.49,,,,,,,Alcampo,,,"Vinos de Arganza, S.L.",81.73,341.98,0.0,0.0,0.4,0.15,0.2,0.01,
PRODUCTO ALCAMPO Bebida isotónica con sabor a naranja pack de 6 uds x 33 cl.,https://www.compraonline.alcampo.es/products/producto-alcampo-bebida-isot%C3%B3nica-con-sabor-a-naranja-pack-de-6-uds-x-33-cl/897814,Bebida refrescante aromatizada con azúcar y edulcorante.,,2.64,1.33,1980.0,ml,,,,Alcampo,,6.0,"Alcampo, S.A.",20.0,84.0,0.0,0.0,4.7,4.7,0.0,0.05,
HELLMANN'S Salsa burger 250 ml.,https://www.compraonline.alcampo.es/products/hellmann-s-salsa-burger-250-ml/23080,Salsa,España,1.7,6.8,250.0,ml,,,,Alcampo,,16.0,"Unilever España, S.A.",250.0,1046.0,22.0,1.7,12.0,7.2,1.1,1.4,
LA MOLISANA Spaghetti integrales nº 15 (pasta seca) 500 g.,https://www.compraonline.alcampo.es/products/la-molisana-spaghetti-integrales-n%C2%BA-15-pasta-seca-500-g/523538,Spaghetti integral,,1.89,3.78,500.0,g,,,,Alcampo,,,Delisur Europa,353.0,1494.0,2.0,0.3,65.0,3.3,15.0,0.08,
PRESIDENT Crema de queso para untar emmental125 g.,https://www.compraonline.alcampo.es/products/president-crema-de-queso-para-untar-emmental125-g/54956,Queso fundido,Francia,1.75,14.0,125.0,g,,,,Alcampo,,,Lactalis Forlasa S.L.U.,279.0,1155.0,25.0,18.0,1.5,1.5,12.0,2.4,
BARILLA Pasta risoni orzo 500 g.,https://www.compraonline.alcampo.es/products/barilla-pasta-risoni-orzo-500-g/515044,Pasta alimenticia de trigo duro,Italia,1.0,2.0,500.0,g,,,,Alcampo,,,Barilla G. e R. Fratelli,359.0,1521.0,2.0,0.5,72.0,3.5,12.0,0.0,
RANA Tortellini parmigiano reggiano clásica sin conservantes 250 g.,https://www.compraonline.alcampo.es/products/rana-tortellini-parmigiano-reggiano-cl%C3%A1sica-sin-conservantes-250-g/632445,pasta fresca Tort. Parmigiano,Italia,3.33,13.32,250.0,g,,,,Alcampo,,2.0,Rana Hispania sau,283.0,1187.0,12.0,4.6,30.0,6.2,11.0,1.1,
"KAS Refresco de limón botella 1,25 l.",https://www.compraonline.alcampo.es/products/kas-refresco-de-lim%C3%B3n-botella-1-25-l/788700,Bebida refrescante de zumo de fruta con azúcares y edulcorantes,,1.49,1.49,1000.0,ml,,,,Alcampo,,,COMPAÑIA DE BEBIDAS PEPSICO SL,22.0,93.0,0.0,0.0,4.0,4.0,0.0,0.0,
AUCHAN Yogur griego natural con azúcar moreno de caña 1 kg. Producto Alcampo,https://www.compraonline.alcampo.es/products/auchan-yogur-griego-natural-con-az%C3%BAcar-moreno-de-ca%C3%B1a-1-kg-producto-alcampo/205101,Yogur natural azucarado.,,2.28,2.28,1000.0,g,,,,Alcampo,,8.0,"Alcampo, S.A.",131.0,545.0,8.1,5.4,11.0,11.0,3.4,0.13,
CALVO Atún claro al natural sin aceite con contenido reducido en sal. pack de 3 uds. 56 g.,https://www.compraonline.alcampo.es/products/calvo-at%C3%BAn-claro-al-natural-sin-aceite-con-contenido-reducido-en-sal-pack-de-3-uds-56-g/21993,Atún claro al natural bajo en sal,España,4.32,25.71,168.0,g,,,,Alcampo,,3.0,Calvo Distribución Alimentaria SLU,96.0,401.0,1.0,0.0,0.0,0.0,22.0,0.0,
ILLY Café en grano natural tueste medio 250 g.,https://www.compraonline.alcampo.es/products/illy-caf%C3%A9-en-grano-natural-tueste-medio-250-g/23951,Café en granos tueste classico,Italia,6.95,27.8,250.0,g,,,,Alcampo,,,Illycaffè Spa Sucursal En España,4.0,16.0,0.06,0.02,0.5,0.01,0.2,0.2,
HOHES C Zumo multifrutas nutricional con extra de hierro y vitamina C 1 L.,https://www.compraonline.alcampo.es/products/hohes-c-zumo-multifrutas-nutricional-con-extra-de-hierro-y-vitamina-c-1-l/190728,"Zumo elaborado parcialmente con zumo concentrado de frutas, puré de frambuesa y zumo concentrado de zanahoria negra y gluconato de hierro",,2.19,2.19,1000.0,ml,,,,Alcampo,,,"Eckes-Granini Ibérica, S.A.U.",41.0,171.0,0.5,0.1,9.3,8.9,0.5,0.01,
FRANZISKANER NATURTRUB Cerveza Alemana de trigo botella 50 cl.,https://www.compraonline.alcampo.es/products/franziskaner-naturtrub-cerveza-alemana-de-trigo-botella-50-cl/30508,CERVEZA DE TRIGO,Alemania,1.29,2.58,500.0,ml,,,,Alcampo,,,"MAHOU, S.A.",43.0,180.0,0.0,0.0,3.3,0.2,0.8,0.0,
"PRODUCTO ALCAMPO Cereales desayuno de arroz y maíz, pétalos de chocolate, sin gluten PRODUCTO ALCAMPO 400 g.",https://www.compraonline.alcampo.es/products/producto-alcampo-cereales-desayuno-de-arroz-y-ma%C3%ADz-p%C3%A9talos-de-chocolate-sin-gluten-producto-alcampo-400-g/800574,CEREAL DE DESAYUNO DE MAÍZ Y ARROZ EXTRUSIONADO CON CACAO,España,2.31,5.78,400.0,g,,,,Alcampo,,13.0,"Alcampo, S.A.",390.0,1648.0,4.5,2.4,78.0,25.0,6.2,0.21,
"PRODUCTO ALCAMPO Cookies (galletas) con pepitas de chocolate, elaboradas sin gluten ni lactosa 150 g.",https://www.compraonline.alcampo.es/products/producto-alcampo-cookies-galletas-con-pepitas-de-chocolate-elaboradas-sin-gluten-ni-lactosa-150-g/747613,Galletas con pepitas de chocolate sin gluten,España,2.99,19.93,150.0,g,,,,Alcampo,,25.0,TFT FOOD S.L,486.0,2037.0,21.2,15.7,68.9,20.6,3.6,1.1,
CHIQUILÍN de Artiach Galletas tostadas 525 g.,https://www.compraonline.alcampo.es/products/chiquil%C3%ADn-de-artiach-galletas-tostadas-525-g/763192,(ES) GALLETA,España,2.85,5.43,525.0,g,,,,Alcampo,,,Galletas Artiach S.A.U.,464.0,1952.0,16.0,2.9,72.0,21.0,6.7,0.25,
Mollete de antequera EL ANTEQUERANO 4 uds. 130 g.,https://www.compraonline.alcampo.es/products/mollete-de-antequera-el-antequerano-4-uds-130-g/75682,Mollete de Antequera Mediano,España,1.88,6.71,280.0,g,,,,Alcampo,,70.0,"Horno el Antequerano,S.L.",241.0,1020.0,0.9,0.2,49.1,2.4,7.4,1.6,
"POMPADOUR Cola de caballo plus 3, 40 g,",https://www.compraonline.alcampo.es/products/pompadour-cola-de-caballo-plus-3-40-g/12295,Infusión de plantas naturales,España,2.56,20.0,,,,,,Alcampo,,,"POMPADOUR IBÉRICA, S.A",1.0,3.0,0.0,0.0,0.2,0.1,0.0,0.0,
MONSTER Energy Juiced khaotic Bebida energética lata 500 ml.,https://www.compraonline.alcampo.es/products/monster-energy-juiced-khaotic-bebida-energ%C3%A9tica-lata-500-ml/191037,"Bebida energética carbonatada con 10% de zumo de fruta procedente de zumo de fruta concentrado, taurina, ginseng, cafeína, L-carnitina y vitaminas del grupo B. Con azúcares y edulcorantes.",,1.79,3.58,500.0,ml,,,,Alcampo,,1.0,Monster Energy Limited,34.0,146.0,0.0,0.0,8.6,7.8,0.0,0.06,
NESCAFÉ GOLD Café soluble Cappuccino 250 g.,https://www.compraonline.alcampo.es/products/nescaf%C3%A9-gold-caf%C3%A9-soluble-cappuccino-250-g/16642,Preparado alimenticio en polvo para bebida de café soluble y leche desnatada.,España,4.21,16.84,250.0,g,,,,Alcampo,,17.0,"Nestlé España, S.A.",31.0,131.0,0.6,0.5,5.5,3.7,0.7,0.09,
OIKOS Yogur griego natural azucarado  de Danone 4 x 110 g.,https://www.compraonline.alcampo.es/products/oikos-yogur-griego-natural-azucarado-de-danone-4-x-110-g/89555,Yogur Natural Azucarado,,2.49,5.66,440.0,g,,,,Alcampo,,,Danone S.A.,145.0,604.0,10.0,6.3,10.6,10.6,3.2,0.1,
VIÑAS DEL VERO  Vino blanco con D.O. Somontano botella 75 cl.,https://www.compraonline.alcampo.es/products/vi%C3%B1as-del-vero-vino-blanco-con-d-o-somontano-botella-75-cl/36705,Vino Blanco,,11.89,,,,,,,Alcampo,,,VIÑAS DEL VERO S.A.,76.0,317.0,0.0,0.0,1.15,1.15,0.0,0.0,
